movie_id,title,dbpedia_uri,wikidata_id,directors,actors,genres,awards,runtime,budget,box_office,country
466,Red Rock West (1992),http://dbpedia.org/resource/Red_Rock_West,Q8110262,"[{""uri"": ""http://www.wikidata.org/entity/Q8110264"", ""name"": ""Director B of Q8110262""}, {""uri"": ""http://www.wikidata.org/entity/Q8110263"", ""name"": ""Director A of Q8110262""}, {""uri"": ""http://dbpedia.org/resource/Director1_Red Rock West"", ""name"": ""Director 1 of Red Rock West""}, {""uri"": ""http://dbpedia.org/resource/Director2_Red Rock West"", ""name"": ""Director 2 of Red Rock West""}]","[{""uri"": ""http://www.wikidata.org/entity/Q8110265"", ""name"": ""Actor A in Q8110262""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Red Rock West"", ""name"": ""Actor 3 in Red Rock West""}, {""uri"": ""http://www.wikidata.org/entity/Q8110267"", ""name"": ""Actor C in Q8110262""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Red Rock West"", ""name"": ""Actor 2 in Red Rock West""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Red Rock West"", ""name"": ""Actor 1 in Red Rock West""}, {""uri"": ""http://www.wikidata.org/entity/Q8110266"", ""name"": ""Actor B in Q8110262""}]","[""http://dbpedia.org/resource/Genre1_Red Rock West"", ""Action"", ""http://dbpedia.org/resource/Genre2_Red Rock West"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q8110270"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q8110271"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
467,"Bronx Tale, A (1993)","http://dbpedia.org/resource/Bronx_Tale,_A",Q4192339,"[{""uri"": ""http://www.wikidata.org/entity/Q4192341"", ""name"": ""Director B of Q4192339""}, {""uri"": ""http://dbpedia.org/resource/Director1_Bronx Tale, A"", ""name"": ""Director 1 of Bronx Tale, A""}, {""uri"": ""http://www.wikidata.org/entity/Q4192340"", ""name"": ""Director A of Q4192339""}, {""uri"": ""http://dbpedia.org/resource/Director2_Bronx Tale, A"", ""name"": ""Director 2 of Bronx Tale, A""}]","[{""uri"": ""http://www.wikidata.org/entity/Q4192342"", ""name"": ""Actor A in Q4192339""}, {""uri"": ""http://www.wikidata.org/entity/Q4192343"", ""name"": ""Actor B in Q4192339""}, {""uri"": ""http://www.wikidata.org/entity/Q4192344"", ""name"": ""Actor C in Q4192339""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Bronx Tale, A"", ""name"": ""Actor 2 in Bronx Tale, A""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Bronx Tale, A"", ""name"": ""Actor 1 in Bronx Tale, A""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Bronx Tale, A"", ""name"": ""Actor 3 in Bronx Tale, A""}]","[""Action"", ""Drama"", ""http://dbpedia.org/resource/Genre1_Bronx Tale, A"", ""http://dbpedia.org/resource/Genre2_Bronx Tale, A""]","[{""uri"": ""http://www.wikidata.org/entity/Q4192347"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q4192348"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
468,Rudy (1993),http://dbpedia.org/resource/Rudy,Q4543627,"[{""uri"": ""http://dbpedia.org/resource/Director1_Rudy"", ""name"": ""Director 1 of Rudy""}, {""uri"": ""http://dbpedia.org/resource/Director2_Rudy"", ""name"": ""Director 2 of Rudy""}, {""uri"": ""http://www.wikidata.org/entity/Q4543629"", ""name"": ""Director B of Q4543627""}, {""uri"": ""http://www.wikidata.org/entity/Q4543628"", ""name"": ""Director A of Q4543627""}]","[{""uri"": ""http://www.wikidata.org/entity/Q4543632"", ""name"": ""Actor C in Q4543627""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Rudy"", ""name"": ""Actor 2 in Rudy""}, {""uri"": ""http://www.wikidata.org/entity/Q4543630"", ""name"": ""Actor A in Q4543627""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Rudy"", ""name"": ""Actor 1 in Rudy""}, {""uri"": ""http://www.wikidata.org/entity/Q4543631"", ""name"": ""Actor B in Q4543627""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Rudy"", ""name"": ""Actor 3 in Rudy""}]","[""http://dbpedia.org/resource/Genre1_Rudy"", ""Action"", ""Drama"", ""http://dbpedia.org/resource/Genre2_Rudy""]","[{""uri"": ""http://www.wikidata.org/entity/Q4543635"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q4543636"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
469,Short Cuts (1993),http://dbpedia.org/resource/Short_Cuts,Q3239876,"[{""uri"": ""http://www.wikidata.org/entity/Q3239877"", ""name"": ""Director A of Q3239876""}, {""uri"": ""http://www.wikidata.org/entity/Q3239878"", ""name"": ""Director B of Q3239876""}, {""uri"": ""http://dbpedia.org/resource/Director1_Short Cuts"", ""name"": ""Director 1 of Short Cuts""}, {""uri"": ""http://dbpedia.org/resource/Director2_Short Cuts"", ""name"": ""Director 2 of Short Cuts""}]","[{""uri"": ""http://dbpedia.org/resource/Actor3_Short Cuts"", ""name"": ""Actor 3 in Short Cuts""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Short Cuts"", ""name"": ""Actor 2 in Short Cuts""}, {""uri"": ""http://www.wikidata.org/entity/Q3239880"", ""name"": ""Actor B in Q3239876""}, {""uri"": ""http://www.wikidata.org/entity/Q3239881"", ""name"": ""Actor C in Q3239876""}, {""uri"": ""http://www.wikidata.org/entity/Q3239879"", ""name"": ""Actor A in Q3239876""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Short Cuts"", ""name"": ""Actor 1 in Short Cuts""}]","[""http://dbpedia.org/resource/Genre2_Short Cuts"", ""http://dbpedia.org/resource/Genre1_Short Cuts"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q3239884"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q3239885"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
470,Tombstone (1993),http://dbpedia.org/resource/Tombstone,Q8240028,"[{""uri"": ""http://dbpedia.org/resource/Director1_Tombstone"", ""name"": ""Director 1 of Tombstone""}, {""uri"": ""http://www.wikidata.org/entity/Q8240029"", ""name"": ""Director A of Q8240028""}, {""uri"": ""http://dbpedia.org/resource/Director2_Tombstone"", ""name"": ""Director 2 of Tombstone""}, {""uri"": ""http://www.wikidata.org/entity/Q8240030"", ""name"": ""Director B of Q8240028""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Tombstone"", ""name"": ""Actor 1 in Tombstone""}, {""uri"": ""http://www.wikidata.org/entity/Q8240032"", ""name"": ""Actor B in Q8240028""}, {""uri"": ""http://www.wikidata.org/entity/Q8240033"", ""name"": ""Actor C in Q8240028""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Tombstone"", ""name"": ""Actor 3 in Tombstone""}, {""uri"": ""http://www.wikidata.org/entity/Q8240031"", ""name"": ""Actor A in Q8240028""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Tombstone"", ""name"": ""Actor 2 in Tombstone""}]","[""http://dbpedia.org/resource/Genre1_Tombstone"", ""http://dbpedia.org/resource/Genre2_Tombstone"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q8240036"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q8240037"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
471,Courage Under Fire (1996),http://dbpedia.org/resource/Courage_Under_Fire,Q6597396,"[{""uri"": ""http://www.wikidata.org/entity/Q6597398"", ""name"": ""Director B of Q6597396""}, {""uri"": ""http://dbpedia.org/resource/Director2_Courage Under Fire"", ""name"": ""Director 2 of Courage Under Fire""}, {""uri"": ""http://www.wikidata.org/entity/Q6597397"", ""name"": ""Director A of Q6597396""}, {""uri"": ""http://dbpedia.org/resource/Director1_Courage Under Fire"", ""name"": ""Director 1 of Courage Under Fire""}]","[{""uri"": ""http://www.wikidata.org/entity/Q6597399"", ""name"": ""Actor A in Q6597396""}, {""uri"": ""http://www.wikidata.org/entity/Q6597401"", ""name"": ""Actor C in Q6597396""}, {""uri"": ""http://www.wikidata.org/entity/Q6597400"", ""name"": ""Actor B in Q6597396""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Courage Under Fire"", ""name"": ""Actor 3 in Courage Under Fire""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Courage Under Fire"", ""name"": ""Actor 2 in Courage Under Fire""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Courage Under Fire"", ""name"": ""Actor 1 in Courage Under Fire""}]","[""http://dbpedia.org/resource/Genre1_Courage Under Fire"", ""Action"", ""http://dbpedia.org/resource/Genre2_Courage Under Fire"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q6597404"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q6597405"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
472,Dragonheart (1996),http://dbpedia.org/resource/Dragonheart,Q1503904,"[{""uri"": ""http://dbpedia.org/resource/Director2_Dragonheart"", ""name"": ""Director 2 of Dragonheart""}, {""uri"": ""http://dbpedia.org/resource/Director1_Dragonheart"", ""name"": ""Director 1 of Dragonheart""}, {""uri"": ""http://www.wikidata.org/entity/Q1503906"", ""name"": ""Director B of Q1503904""}, {""uri"": ""http://www.wikidata.org/entity/Q1503905"", ""name"": ""Director A of Q1503904""}]","[{""uri"": ""http://www.wikidata.org/entity/Q1503909"", ""name"": ""Actor C in Q1503904""}, {""uri"": ""http://www.wikidata.org/entity/Q1503907"", ""name"": ""Actor A in Q1503904""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Dragonheart"", ""name"": ""Actor 1 in Dragonheart""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Dragonheart"", ""name"": ""Actor 3 in Dragonheart""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Dragonheart"", ""name"": ""Actor 2 in Dragonheart""}, {""uri"": ""http://www.wikidata.org/entity/Q1503908"", ""name"": ""Actor B in Q1503904""}]","[""http://dbpedia.org/resource/Genre1_Dragonheart"", ""http://dbpedia.org/resource/Genre2_Dragonheart"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q1503912"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q1503913"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
473,James and the Giant Peach (1996),http://dbpedia.org/resource/James_and_the_Giant_Peach,Q4083177,"[{""uri"": ""http://www.wikidata.org/entity/Q4083179"", ""name"": ""Director B of Q4083177""}, {""uri"": ""http://dbpedia.org/resource/Director1_James and the Giant Peach"", ""name"": ""Director 1 of James and the Giant Peach""}, {""uri"": ""http://www.wikidata.org/entity/Q4083178"", ""name"": ""Director A of Q4083177""}, {""uri"": ""http://dbpedia.org/resource/Director2_James and the Giant Peach"", ""name"": ""Director 2 of James and the Giant Peach""}]","[{""uri"": ""http://www.wikidata.org/entity/Q4083181"", ""name"": ""Actor B in Q4083177""}, {""uri"": ""http://dbpedia.org/resource/Actor2_James and the Giant Peach"", ""name"": ""Actor 2 in James and the Giant Peach""}, {""uri"": ""http://dbpedia.org/resource/Actor3_James and the Giant Peach"", ""name"": ""Actor 3 in James and the Giant Peach""}, {""uri"": ""http://www.wikidata.org/entity/Q4083182"", ""name"": ""Actor C in Q4083177""}, {""uri"": ""http://dbpedia.org/resource/Actor1_James and the Giant Peach"", ""name"": ""Actor 1 in James and the Giant Peach""}, {""uri"": ""http://www.wikidata.org/entity/Q4083180"", ""name"": ""Actor A in Q4083177""}]","[""http://dbpedia.org/resource/Genre2_James and the Giant Peach"", ""Action"", ""http://dbpedia.org/resource/Genre1_James and the Giant Peach"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q4083185"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q4083186"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),http://dbpedia.org/resource/Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb,Q6989319,"[{""uri"": ""http://www.wikidata.org/entity/Q6989321"", ""name"": ""Director B of Q6989319""}, {""uri"": ""http://dbpedia.org/resource/Director1_Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"", ""name"": ""Director 1 of Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb""}, {""uri"": ""http://dbpedia.org/resource/Director2_Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"", ""name"": ""Director 2 of Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb""}, {""uri"": ""http://www.wikidata.org/entity/Q6989320"", ""name"": ""Director A of Q6989319""}]","[{""uri"": ""http://dbpedia.org/resource/Actor3_Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"", ""name"": ""Actor 3 in Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"", ""name"": ""Actor 2 in Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"", ""name"": ""Actor 1 in Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb""}, {""uri"": ""http://www.wikidata.org/entity/Q6989322"", ""name"": ""Actor A in Q6989319""}, {""uri"": ""http://www.wikidata.org/entity/Q6989324"", ""name"": ""Actor C in Q6989319""}, {""uri"": ""http://www.wikidata.org/entity/Q6989323"", ""name"": ""Actor B in Q6989319""}]","[""http://dbpedia.org/resource/Genre1_Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"", ""http://dbpedia.org/resource/Genre2_Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q6989327"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q6989328"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
475,Trainspotting (1996),http://dbpedia.org/resource/Trainspotting,Q1130685,"[{""uri"": ""http://www.wikidata.org/entity/Q1130687"", ""name"": ""Director B of Q1130685""}, {""uri"": ""http://www.wikidata.org/entity/Q1130686"", ""name"": ""Director A of Q1130685""}, {""uri"": ""http://dbpedia.org/resource/Director1_Trainspotting"", ""name"": ""Director 1 of Trainspotting""}, {""uri"": ""http://dbpedia.org/resource/Director2_Trainspotting"", ""name"": ""Director 2 of Trainspotting""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Trainspotting"", ""name"": ""Actor 1 in Trainspotting""}, {""uri"": ""http://www.wikidata.org/entity/Q1130690"", ""name"": ""Actor C in Q1130685""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Trainspotting"", ""name"": ""Actor 3 in Trainspotting""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Trainspotting"", ""name"": ""Actor 2 in Trainspotting""}, {""uri"": ""http://www.wikidata.org/entity/Q1130689"", ""name"": ""Actor B in Q1130685""}, {""uri"": ""http://www.wikidata.org/entity/Q1130688"", ""name"": ""Actor A in Q1130685""}]","[""http://dbpedia.org/resource/Genre1_Trainspotting"", ""Action"", ""Drama"", ""http://dbpedia.org/resource/Genre2_Trainspotting""]","[{""uri"": ""http://www.wikidata.org/entity/Q1130693"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q1130694"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
476,"First Wives Club, The (1996)","http://dbpedia.org/resource/First_Wives_Club,_The",Q8323334,"[{""uri"": ""http://www.wikidata.org/entity/Q8323335"", ""name"": ""Director A of Q8323334""}, {""uri"": ""http://dbpedia.org/resource/Director1_First Wives Club, The"", ""name"": ""Director 1 of First Wives Club, The""}, {""uri"": ""http://dbpedia.org/resource/Director2_First Wives Club, The"", ""name"": ""Director 2 of First Wives Club, The""}, {""uri"": ""http://www.wikidata.org/entity/Q8323336"", ""name"": ""Director B of Q8323334""}]","[{""uri"": ""http://www.wikidata.org/entity/Q8323339"", ""name"": ""Actor C in Q8323334""}, {""uri"": ""http://dbpedia.org/resource/Actor1_First Wives Club, The"", ""name"": ""Actor 1 in First Wives Club, The""}, {""uri"": ""http://dbpedia.org/resource/Actor3_First Wives Club, The"", ""name"": ""Actor 3 in First Wives Club, The""}, {""uri"": ""http://www.wikidata.org/entity/Q8323337"", ""name"": ""Actor A in Q8323334""}, {""uri"": ""http://dbpedia.org/resource/Actor2_First Wives Club, The"", ""name"": ""Actor 2 in First Wives Club, The""}, {""uri"": ""http://www.wikidata.org/entity/Q8323338"", ""name"": ""Actor B in Q8323334""}]","[""http://dbpedia.org/resource/Genre1_First Wives Club, The"", ""http://dbpedia.org/resource/Genre2_First Wives Club, The"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q8323342"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q8323343"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
477,Matilda (1996),http://dbpedia.org/resource/Matilda,Q61497,"[{""uri"": ""http://dbpedia.org/resource/Director2_Matilda"", ""name"": ""Director 2 of Matilda""}, {""uri"": ""http://www.wikidata.org/entity/Q61499"", ""name"": ""Director B of Q61497""}, {""uri"": ""http://dbpedia.org/resource/Director1_Matilda"", ""name"": ""Director 1 of Matilda""}, {""uri"": ""http://www.wikidata.org/entity/Q61498"", ""name"": ""Director A of Q61497""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Matilda"", ""name"": ""Actor 1 in Matilda""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Matilda"", ""name"": ""Actor 2 in Matilda""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Matilda"", ""name"": ""Actor 3 in Matilda""}, {""uri"": ""http://www.wikidata.org/entity/Q61501"", ""name"": ""Actor B in Q61497""}, {""uri"": ""http://www.wikidata.org/entity/Q61500"", ""name"": ""Actor A in Q61497""}, {""uri"": ""http://www.wikidata.org/entity/Q61502"", ""name"": ""Actor C in Q61497""}]","[""http://dbpedia.org/resource/Genre1_Matilda"", ""http://dbpedia.org/resource/Genre2_Matilda"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q61505"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q61506"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
478,"Philadelphia Story, The (1940)","http://dbpedia.org/resource/Philadelphia_Story,_The",Q1671287,"[{""uri"": ""http://dbpedia.org/resource/Director1_Philadelphia Story, The"", ""name"": ""Director 1 of Philadelphia Story, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1671289"", ""name"": ""Director B of Q1671287""}, {""uri"": ""http://dbpedia.org/resource/Director2_Philadelphia Story, The"", ""name"": ""Director 2 of Philadelphia Story, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1671288"", ""name"": ""Director A of Q1671287""}]","[{""uri"": ""http://dbpedia.org/resource/Actor3_Philadelphia Story, The"", ""name"": ""Actor 3 in Philadelphia Story, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1671291"", ""name"": ""Actor B in Q1671287""}, {""uri"": ""http://www.wikidata.org/entity/Q1671292"", ""name"": ""Actor C in Q1671287""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Philadelphia Story, The"", ""name"": ""Actor 2 in Philadelphia Story, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1671290"", ""name"": ""Actor A in Q1671287""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Philadelphia Story, The"", ""name"": ""Actor 1 in Philadelphia Story, The""}]","[""http://dbpedia.org/resource/Genre1_Philadelphia Story, The"", ""Action"", ""http://dbpedia.org/resource/Genre2_Philadelphia Story, The"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q1671295"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q1671296"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
479,Vertigo (1958),http://dbpedia.org/resource/Vertigo,Q7016689,"[{""uri"": ""http://dbpedia.org/resource/Director2_Vertigo"", ""name"": ""Director 2 of Vertigo""}, {""uri"": ""http://www.wikidata.org/entity/Q7016690"", ""name"": ""Director A of Q7016689""}, {""uri"": ""http://www.wikidata.org/entity/Q7016691"", ""name"": ""Director B of Q7016689""}, {""uri"": ""http://dbpedia.org/resource/Director1_Vertigo"", ""name"": ""Director 1 of Vertigo""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Vertigo"", ""name"": ""Actor 1 in Vertigo""}, {""uri"": ""http://www.wikidata.org/entity/Q7016693"", ""name"": ""Actor B in Q7016689""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Vertigo"", ""name"": ""Actor 3 in Vertigo""}, {""uri"": ""http://www.wikidata.org/entity/Q7016694"", ""name"": ""Actor C in Q7016689""}, {""uri"": ""http://www.wikidata.org/entity/Q7016692"", ""name"": ""Actor A in Q7016689""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Vertigo"", ""name"": ""Actor 2 in Vertigo""}]","[""http://dbpedia.org/resource/Genre1_Vertigo"", ""http://dbpedia.org/resource/Genre2_Vertigo"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q7016697"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q7016698"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
480,North by Northwest (1959),http://dbpedia.org/resource/North_by_Northwest,Q9906662,"[{""uri"": ""http://dbpedia.org/resource/Director2_North by Northwest"", ""name"": ""Director 2 of North by Northwest""}, {""uri"": ""http://www.wikidata.org/entity/Q9906663"", ""name"": ""Director A of Q9906662""}, {""uri"": ""http://dbpedia.org/resource/Director1_North by Northwest"", ""name"": ""Director 1 of North by Northwest""}, {""uri"": ""http://www.wikidata.org/entity/Q9906664"", ""name"": ""Director B of Q9906662""}]","[{""uri"": ""http://www.wikidata.org/entity/Q9906666"", ""name"": ""Actor B in Q9906662""}, {""uri"": ""http://www.wikidata.org/entity/Q9906665"", ""name"": ""Actor A in Q9906662""}, {""uri"": ""http://dbpedia.org/resource/Actor1_North by Northwest"", ""name"": ""Actor 1 in North by Northwest""}, {""uri"": ""http://dbpedia.org/resource/Actor3_North by Northwest"", ""name"": ""Actor 3 in North by Northwest""}, {""uri"": ""http://www.wikidata.org/entity/Q9906667"", ""name"": ""Actor C in Q9906662""}, {""uri"": ""http://dbpedia.org/resource/Actor2_North by Northwest"", ""name"": ""Actor 2 in North by Northwest""}]","[""http://dbpedia.org/resource/Genre2_North by Northwest"", ""Action"", ""http://dbpedia.org/resource/Genre1_North by Northwest"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q9906670"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q9906671"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
481,"Apartment, The (1960)","http://dbpedia.org/resource/Apartment,_The",Q4255594,"[{""uri"": ""http://www.wikidata.org/entity/Q4255596"", ""name"": ""Director B of Q4255594""}, {""uri"": ""http://www.wikidata.org/entity/Q4255595"", ""name"": ""Director A of Q4255594""}, {""uri"": ""http://dbpedia.org/resource/Director2_Apartment, The"", ""name"": ""Director 2 of Apartment, The""}, {""uri"": ""http://dbpedia.org/resource/Director1_Apartment, The"", ""name"": ""Director 1 of Apartment, The""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Apartment, The"", ""name"": ""Actor 1 in Apartment, The""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Apartment, The"", ""name"": ""Actor 3 in Apartment, The""}, {""uri"": ""http://www.wikidata.org/entity/Q4255597"", ""name"": ""Actor A in Q4255594""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Apartment, The"", ""name"": ""Actor 2 in Apartment, The""}, {""uri"": ""http://www.wikidata.org/entity/Q4255598"", ""name"": ""Actor B in Q4255594""}, {""uri"": ""http://www.wikidata.org/entity/Q4255599"", ""name"": ""Actor C in Q4255594""}]","[""http://dbpedia.org/resource/Genre1_Apartment, The"", ""http://dbpedia.org/resource/Genre2_Apartment, The"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q4255602"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q4255603"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
482,Some Like It Hot (1959),http://dbpedia.org/resource/Some_Like_It_Hot,Q6804947,"[{""uri"": ""http://dbpedia.org/resource/Director2_Some Like It Hot"", ""name"": ""Director 2 of Some Like It Hot""}, {""uri"": ""http://www.wikidata.org/entity/Q6804948"", ""name"": ""Director A of Q6804947""}, {""uri"": ""http://www.wikidata.org/entity/Q6804949"", ""name"": ""Director B of Q6804947""}, {""uri"": ""http://dbpedia.org/resource/Director1_Some Like It Hot"", ""name"": ""Director 1 of Some Like It Hot""}]","[{""uri"": ""http://www.wikidata.org/entity/Q6804951"", ""name"": ""Actor B in Q6804947""}, {""uri"": ""http://www.wikidata.org/entity/Q6804952"", ""name"": ""Actor C in Q6804947""}, {""uri"": ""http://www.wikidata.org/entity/Q6804950"", ""name"": ""Actor A in Q6804947""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Some Like It Hot"", ""name"": ""Actor 3 in Some Like It Hot""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Some Like It Hot"", ""name"": ""Actor 1 in Some Like It Hot""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Some Like It Hot"", ""name"": ""Actor 2 in Some Like It Hot""}]","[""http://dbpedia.org/resource/Genre1_Some Like It Hot"", ""Action"", ""http://dbpedia.org/resource/Genre2_Some Like It Hot"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q6804955"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q6804956"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
483,Casablanca (1942),http://dbpedia.org/resource/Casablanca,Q6513344,"[{""uri"": ""http://www.wikidata.org/entity/Q6513346"", ""name"": ""Director B of Q6513344""}, {""uri"": ""http://www.wikidata.org/entity/Q6513345"", ""name"": ""Director A of Q6513344""}, {""uri"": ""http://dbpedia.org/resource/Director2_Casablanca"", ""name"": ""Director 2 of Casablanca""}, {""uri"": ""http://dbpedia.org/resource/Director1_Casablanca"", ""name"": ""Director 1 of Casablanca""}]","[{""uri"": ""http://dbpedia.org/resource/Actor2_Casablanca"", ""name"": ""Actor 2 in Casablanca""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Casablanca"", ""name"": ""Actor 3 in Casablanca""}, {""uri"": ""http://www.wikidata.org/entity/Q6513348"", ""name"": ""Actor B in Q6513344""}, {""uri"": ""http://www.wikidata.org/entity/Q6513349"", ""name"": ""Actor C in Q6513344""}, {""uri"": ""http://www.wikidata.org/entity/Q6513347"", ""name"": ""Actor A in Q6513344""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Casablanca"", ""name"": ""Actor 1 in Casablanca""}]","[""http://dbpedia.org/resource/Genre1_Casablanca"", ""Action"", ""http://dbpedia.org/resource/Genre2_Casablanca"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q6513352"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q6513353"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
